lea_name,old_lea_name,NAME,leaid,percent_adq_couns_black,percent_adq_couns_white,percent_adq_couns_hispanic,percent_adq_couns_asian,percent_adq_couns_aian,percent_adq_couns_nhpi,percent_adq_couns_twomore,top10_flag,avg_exp_year_perc_hispanic,avg_exp_year_perc_black,avg_exp_year_perc_white,avg_exp_year_perc_asian,avg_exp_year_perc_aian,avg_exp_year_perc_nhpi,avg_exp_year_perc_twomore,perc_ap_stem_hispanic,perc_ap_stem_black,perc_ap_stem_white,perc_ap_stem_asian,perc_ap_stem_aian,perc_ap_stem_nhpi,perc_ap_stem_twomore
Alcorn,ALCORN SCHOOL DIST,Mississippi,2800390,0.74545,0.15654,NA,NA,NA,NA,0.5,0,NA,0.91398,0.92366,NA,NA,NA,0.91113,NA,0,0,NA,NA,NA,0
Alden-Conger,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,Minnesota,2703030,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alden Central,ALDEN CENTRAL SCHOOL DISTRICT,New York,3602550,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.95648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alden Community,Alden Comm School District,Iowa,1900032,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alden Hebron 19,Alden Hebron SD 19,Illinois,1703300,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alder Elementary,Alder Elem,Montana,3017460,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aldine,ALDINE ISD,Texas,4807710,0.66643,0.6989,0.51733,0.62451,0.6,1,0.62745,1,0.77004,0.76682,0.77143,0.7834,0.76365,0.77482,0.77392,0.72642,0.73315,0.75138,0.74704,0.8,0.72414,0.71569
Aledo,ALEDO ISD,Texas,4807780,0,0,0,NA,NA,NA,0,0,0.93391,0.93403,0.93627,NA,NA,NA,0.939,0.74272,0.77143,0.73142,NA,NA,NA,0.72727
Aleutian Region,Aleutian Region School District,Alaska,0200010,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleutians East Borough,Aleutians East Borough School District,Alaska,0200007,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
Alex,ALEX,Oklahoma,4002670,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander 2,ALEXANDER 2,North Dakota,3801760,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Central,ALEXANDER CENTRAL SCHOOL DISTRICT,New York,3602580,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander City,Alexander City,Alabama,0100030,NA,NA,NA,NA,NA,NA,NA,0,0.8656,0.86628,0.86016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander County Schools,Alexander County Schools,North Carolina,3700090,0.08163,0.09039,0.18657,0.25,NA,NA,0.07018,0,0.97125,0.97354,0.9789,0.97702,NA,NA,0.97954,0.81343,0.91837,0.90961,0.75,NA,NA,0.92982
Alexander Local,Alexander Local,Ohio,3904590,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Schools,Alexander Public Schools,Maine,2302280,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Valley Union Elementary,Alexander Valley Union Elementary,California,0601890,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexandria,ALEXANDRIA PUBLIC SCHOOL DISTRICT,Minnesota,2703060,NA,NA,NA,NA,NA,NA,NA,0,0.98997,NA,0.98529,NA,NA,NA,0.98962,NA,NA,NA,NA,NA,NA,NA
Alexandria Central,ALEXANDRIA CENTRAL SCHOOL DISTRICT,New York,3602670,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexandria City,ALEXANDRIA CITY PBLC SCHS,Virginia,5100120,NA,NA,NA,NA,NA,NA,NA,0,0.90199,0.89903,0.90973,0.90275,NA,NA,0.90446,NA,NA,NA,NA,NA,NA,NA
Alexandria Community School Corporation,Alexandria Community School Corp,Indiana,1800120,NA,NA,NA,NA,NA,NA,NA,0,0.88252,NA,0.88664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexandria Township,Alexandria Township School District,New Jersey,3400690,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alfred-Almond Central,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,New York,3602700,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algoma,Algoma School District,Wisconsin,5500150,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algona Community,Algona Comm School District,Iowa,1903360,NA,NA,NA,NA,NA,NA,NA,0,0.97569,NA,0.97837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algonac,Algonac Community School District,Michigan,2602190,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0.88448,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
Algonquin 300,CUSD 300,Illinois,1708550,0.02372,0.00396,0.00597,0.00261,NA,NA,0.01093,1,0.73636,0.7311,0.80794,0.81016,NA,NA,0.79916,0.99403,0.97628,0.99604,0.99739,NA,NA,0.98907
Alhambra Elementary District,Alhambra Elementary District,Arizona,0400600,NA,NA,NA,NA,NA,NA,NA,0,0.74922,0.71156,0.76159,0.72234,0.71476,NA,0.75734,NA,NA,NA,NA,NA,NA,NA
Alhambra Unified,Alhambra Unified,California,0600153,0.20513,0.26087,0.31048,0.32924,NA,NA,0.28387,0,0.98594,0.9844,0.9844,0.98255,NA,NA,0.98418,0.94414,0.92308,0.95652,0.99326,NA,NA,0.93548
Alice,ALICE ISD,Texas,4807800,NA,NA,NA,NA,NA,NA,NA,0,0.75622,NA,0.74169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alief,ALIEF ISD,Texas,4807830,0.06075,0.12807,0.0641,0.3265,0.05031,0.06667,0.14035,0,0.87124,0.88162,0.87876,0.89846,0.87812,0.89734,0.88316,0.95182,0.95796,0.94278,0.95251,0.95597,0.93333,0.91228
Aline-Cleo,ALINE-CLEO,Oklahoma,4002720,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aliquippa,Aliquippa SD,Pennsylvania,4202130,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alisal Union,Alisal Union,California,0601950,NA,NA,NA,NA,NA,NA,NA,0,0.86097,NA,0.7587,0.81991,NA,NA,0.82286,NA,NA,NA,NA,NA,NA,NA
Allamakee Community,Allamakee Comm School District,Iowa,1903390,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.92181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allamuchy Township,Allamuchy Township School District,New Jersey,3400720,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allegan Area Educational Service Agency,Allegan Area Educational Service Agency,Michigan,2680100,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
Allegan Schools,Allegan Public Schools,Michigan,2602220,0,0,0,NA,NA,NA,0,0,0.91435,0.90898,0.91645,NA,NA,NA,0.93573,0.83636,0.78125,0.76501,NA,NA,NA,0.8125
Allegany-Limestone Central,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,New York,3600015,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allegany County Schools,Allegany County Public Schools,Maryland,2400030,0,0,0,0,NA,NA,0,0,0.95654,0.94574,0.95828,0.97344,NA,NA,0.94365,1,1,1,1,NA,NA,1
Alleghany County,ALLEGHANY CO PBLC SCHS,Virginia,5100152,NA,NA,NA,NA,NA,NA,NA,0,NA,0.88196,0.90185,NA,NA,NA,0.90622,NA,NA,NA,NA,NA,NA,NA
Alleghany County Schools,Alleghany County Schools,North Carolina,3700120,NA,NA,NA,NA,NA,NA,NA,0,0.95964,NA,0.95866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allegheny-Clarion Valley,Allegheny-Clarion Valley SD,Pennsylvania,4202310,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allegheny Valley,Allegheny Valley SD,Pennsylvania,4202190,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen,ALLEN,Oklahoma,4002760,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen,ALLEN ISD,Texas,4807890,0,0,0,0,0,0,0,0,0.90705,0.90546,0.90876,0.91532,0.89965,0.91153,0.90756,0.73843,0.73923,0.7404,0.6977,0.69231,0.68182,0.75945
Allen-Bowden,ALLEN-BOWDEN,Oklahoma,4002790,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen-Otter Creek Community Consolidated 65,Allen-Otter Creek CCSD 65,Illinois,1703420,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Consolidated Schools,ALLEN CONSOLIDATED SCHOOLS,Nebraska,3102880,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen County,Allen County,Kentucky,2100070,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen East Local,Allen East Local,Ohio,3904575,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Parish,Allen Parish,Louisiana,2200060,0,0,0,NA,NA,NA,0,0,0.74817,0.69818,0.74802,NA,NA,NA,0.72004,0,0,0,NA,NA,NA,0
Allen Park Schools,Allen Park Public Schools,Michigan,2602520,0,0,0,NA,NA,NA,0,0,0.9771,0.98052,0.98501,NA,NA,NA,0.98048,0.80645,0.88235,0.91049,NA,NA,NA,0.95
Allendale,ALLENDALE PUBLIC SCHOOL DISTRICT,New Jersey,3400750,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allendale 01,Allendale 01,South Carolina,4500750,NA,NA,NA,NA,NA,NA,NA,0,NA,0.90799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allendale Community Consolidated 17,Allendale CCSD 17,Illinois,1703450,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allendale Schools,Allendale Public Schools,Michigan,2602550,NA,0,0,NA,NA,NA,0,0,0.96559,NA,0.96616,NA,NA,NA,0.97408,0.93056,NA,0.94714,NA,NA,NA,0.9
Allenstown,Allenstown School District,New Hampshire,3301380,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allensworth Elementary,Allensworth Elementary,California,0601980,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allentown City,Allentown City SD,Pennsylvania,4202280,1,1,1,1,NA,NA,1,1,0.82569,0.82272,0.83185,0.83775,NA,NA,0.83727,0.91873,0.91146,0.92683,0.98361,NA,NA,0.8
Alliance City,Alliance City,Ohio,3904349,NA,NA,NA,NA,NA,NA,NA,0,0.96436,0.95803,0.9606,NA,NA,NA,0.96548,NA,NA,NA,NA,NA,NA,NA
Alliance Schools,ALLIANCE PUBLIC SCHOOLS,Nebraska,3102910,NA,NA,NA,NA,NA,NA,NA,0,0.90439,NA,0.8943,NA,0.91021,NA,0.89808,NA,NA,NA,NA,NA,NA,NA
Alloway Twp,ALLOWAY TWP SCHOOL DISTRICT,New Jersey,3400810,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alma,Alma School District,Wisconsin,5500180,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alma,ALMA SCHOOL DISTRICT,Arkansas,0502250,NA,NA,NA,NA,NA,NA,NA,0,0.70972,NA,0.71384,NA,0.68636,NA,0.69937,NA,NA,NA,NA,NA,NA,NA
Alma Center,Alma Center School District,Wisconsin,5500210,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alma Schools,Alma Public Schools,Michigan,2602640,NA,NA,NA,NA,NA,NA,NA,0,0.95232000000000006,NA,0.95006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alma Schools,ALMA PUBLIC SCHOOLS,Nebraska,3100080,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Almira,Almira School District,Washington,5300090,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Almond-Bancroft,Almond-Bancroft School District,Wisconsin,5500240,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Almont,Almont Community Schools,Michigan,2602670,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alpaugh Unified,Alpaugh Unified,California,0602010,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Alpena,ALPENA SCHOOL DISTRICT,Arkansas,0502280,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alpena-Montmorency-Alcona,Alpena-Montmorency-Alcona ESD,Michigan,2680120,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alpena Schools,Alpena Public Schools,Michigan,2602730,NA,0.07382,0.07143,NA,NA,NA,0.05556,0,0.94835,NA,0.95614,NA,NA,NA,0.952,0,NA,0,NA,NA,NA,0
Alpha Borough,Alpha Borough School District,New Jersey,3400840,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alpine,ALPINE ISD,Texas,4807950,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alpine County Office Of Education,Alpine County Office of Education,California,0691058,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alpine County Unified,Alpine County Unified,California,0602070,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alpine District,Alpine District,Utah,4900030,0.00318,0.00302,0.00883,0,0.00855,0.00719,0,1,0.8396,0.84026,0.84502,0.83059,0.82993,0.83176,0.84349,0.48564,0.5,0.5,0.55346,0.50427,0.5012,0.49237
Alpine Elementary,Alpine Elementary School District,New Jersey,3400870,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alpine Elementary District,Alpine Elementary District,Arizona,0400630,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alpine Union Elementary,Alpine Union Elementary,California,0602100,NA,NA,NA,NA,NA,NA,NA,0,0.89023,NA,0.89471,NA,0.86219,NA,0.88604,NA,NA,NA,NA,NA,NA,NA
Alsip-Hazlgrn-Oaklwn 126,Alsip-Hazlgrn-Oaklwn SD 126,Illinois,1703480,NA,NA,NA,NA,NA,NA,NA,0,0.89435,0.90377,0.88854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alta-Dutch Flat Union Elementary,Alta-Dutch Flat Union Elementary,California,0602250,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alta Community,Alta Comm School District,Iowa,1903480,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alta Loma Elementary,Alta Loma Elementary,California,0602160,NA,NA,NA,NA,NA,NA,NA,0,0.93672,0.94057,0.94023,0.94554,NA,NA,0.95085,NA,NA,NA,NA,NA,NA,NA
Alta Vista Elementary,Alta Vista Elementary,California,0602220,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Altamont Community Unit 10,Altamont CUSD 10,Illinois,1703510,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Altar Valley Elementary District,Altar Valley Elementary District,Arizona,0404770,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Altenburg 48,ALTENBURG 48,Missouri,2903040,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Altmar-Parish-Williamstown Central,ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT,New York,3602820,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alto,ALTO ISD,Texas,4807980,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alton,Alton School District,New Hampshire,3301440,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alton Community Unit 11,Alton CUSD 11,Illinois,1703600,0,0,0,NA,NA,NA,0,0,0.91746,0.90596,0.90298,NA,NA,NA,0.90553,0.97917,0.9717,0.9921,NA,NA,NA,0.9697
Alton Reorganized-IV,ALTON R-IV,Missouri,2903060,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Altoona,Altoona School District,Wisconsin,5500270,NA,NA,NA,NA,NA,NA,NA,0,0.89321,NA,0.89101,NA,NA,NA,0.90337,NA,NA,NA,NA,NA,NA,NA
Altoona-Midway,Altoona-Midway,Kansas,2004170,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Altoona Area,Altoona Area SD,Pennsylvania,4202340,0.46739000000000003,0.50275,0.38333,0.40741,NA,NA,0.375,0,0.87131,0.87787,0.88631,0.88563,NA,NA,0.85249,0.36667,0.44203,0.49305,0.40741,NA,NA,0.375
Altus,ALTUS,Oklahoma,4002850,NA,NA,NA,NA,NA,NA,NA,0,0.92084,0.91616,0.93558,NA,NA,NA,0.92325,NA,NA,NA,NA,NA,NA,NA
Alum Rock Union Elementary,Alum Rock Union Elementary,California,0602310,NA,NA,NA,NA,NA,NA,NA,0,0.77811,0.78072,0.80003,0.81891,NA,0.79759,0.77165,NA,NA,NA,NA,NA,NA,NA
Alva,ALVA,Oklahoma,4002880,NA,NA,NA,NA,NA,NA,NA,0,0.85997,NA,0.86101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvarado,ALVARADO ISD,Texas,4800011,0,0,0,NA,NA,NA,0,0,0.8358,0.81207,0.82707,NA,NA,NA,0.83405,0.99755,1,0.99843,NA,NA,NA,1
Alview-Dairyland Union Elementary,Alview-Dairyland Union Elementary,California,0602360,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin,ALVIN ISD,Texas,4808090,0.00194,0.04623,0.02265,0,0.05714,NA,0.00704,0,0.80904,0.76469,0.81092,0.76955,0.81043,NA,0.80206,0.97664,0.99742,0.95271,1,0.94286,NA,0.99296
Alvin C York Institute,Alvin C York Institute,Tennessee,4700144,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvord,ALVORD ISD,Texas,4808100,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvord Unified,Alvord Unified,California,0602430,0.04274,0.02238,0.05182,0.01235,NA,0,0.04808,0,0.91099,0.92135,0.91794,0.92061,NA,0.92061,0.9207,0.94797,0.95726,0.97762,0.98765,NA,1,0.95192
Alwood Community Unit 225,AlWood CUSD 225,Illinois,1703660,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alxndr/Jcksn/Pulsk/Prry/Union Regional Office of Education,Alxndr/Jcksn/Pulsk/Prry/Union ROE,Illinois,1700190,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alzada Elementary,Alzada Elem,Montana,3001950,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amador County Office of Education,Amador County Office of Education,California,0691001,NA,0.96552,0.98039,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA
Amador County Rop,Amador County ROP,California,0600089,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amador County Unified,Amador County Unified,California,0602450,NA,0.42123,0.47893,NA,0.52778,NA,0.40659,0,0.95882,NA,0.96035,NA,0.97182,NA,0.95716,0.95785,NA,0.92922,NA,0.66667,NA,0.93407
Amagansett Union Free,AMAGANSETT UNION FREE SCHOOL DISTRICT,New York,3602880,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amanda-Clearcreek Local,Amanda-Clearcreek Local,Ohio,3904684,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.96758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amarillo,AMARILLO ISD,Texas,4808130,0.04338,0.02501,0.04872,0.03557,0.03704,NA,0.06161,0,0.91645,0.91284,0.92954,0.90475,0.91916,NA,0.92285,0.10638,0.12443,0.46521,0.14032,0.2037,NA,0.27014
Amber-Pocasset,AMBER-POCASSET,Oklahoma,4002910,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
Amboy Community Unit 272,Amboy CUSD 272,Illinois,1703690,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ambridge Area,Ambridge Area SD,Pennsylvania,4202440,NA,NA,NA,NA,NA,NA,NA,0,NA,0.88888,0.88237,NA,NA,NA,0.8971,NA,NA,NA,NA,NA,NA,NA
Amelia County,AMELIA CO PBLC SCHS,Virginia,5100180,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American Falls Joint,AMERICAN FALLS JOINT DISTRICT,Idaho,1600060,NA,0.08057,0.0534,NA,NA,NA,NA,0,0.907,NA,0.91105,NA,NA,NA,NA,0.9466,NA,0.91943,NA,NA,NA,NA
Amery,Amery School District,Wisconsin,5500300,NA,NA,NA,NA,NA,NA,NA,0,0.79614,NA,0.78958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ames Community,Ames Comm School District,Iowa,1903540,NA,NA,NA,NA,NA,NA,NA,0,0.87446,0.89181,0.88822,0.88704,NA,NA,0.88109,NA,NA,NA,NA,NA,NA,NA
Amesbury,Amesbury,Massachusetts,2501860,NA,0.93818,0.97368,NA,NA,NA,0.84,0,0.89334,NA,0.89125,NA,NA,NA,0.88921,0.97368,NA,0.93818,NA,NA,NA,0.84
Amherst,Amherst,Massachusetts,2501890,NA,NA,NA,NA,NA,NA,NA,0,0.91274,0.91229,0.91234,0.9132,NA,NA,0.92439,NA,NA,NA,NA,NA,NA,NA
Amherst,AMHERST ISD,Texas,4808160,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amherst,Amherst School District,New Hampshire,3301470,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amherst-Pelham,Amherst-Pelham,Massachusetts,2501920,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amherst Central,AMHERST CENTRAL SCHOOL DISTRICT,New York,3602920,NA,NA,NA,NA,NA,NA,NA,0,0.99338,0.98938,0.99455,0.98845,NA,NA,0.98872,NA,NA,NA,NA,NA,NA,NA
Amherst County,AMHERST CO PBLC SCHS,Virginia,5100210,NA,NA,NA,NA,NA,NA,NA,0,0.9824,0.98044,0.98098,NA,NA,NA,0.98032,NA,NA,NA,NA,NA,NA,NA
Amherst Exempted Village,Amherst Exempted Village,Ohio,3904519,NA,NA,NA,NA,NA,NA,NA,0,0.9873,0.98807,0.98741,NA,NA,NA,0.99157,NA,NA,NA,NA,NA,NA,NA
Amherst Schools,AMHERST PUBLIC SCHOOLS,Nebraska,3100070,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amite County,AMITE COUNTY SCHOOL DISTRICT,Mississippi,2800420,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amity 4j,Amity SD 4J,Oregon,4101230,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
